43.19026;-2.448013;0
43.09147;-2.123992;2
43.23556;-2.02862;3
43.2737;-2.067562;4
43.33727;-1.76458;6
43.196;-2.047564;7
43.31923;-1.831511;9
43.07859;-2.15531;11
43.16528;-2.066;13
43.16528;-2.066;13
43.341;-1.77669;5
43.31717;-1.842223;14
43.33747;-1.76448;6
43.2833;-2.320741;17
43.31595;-1.94908;18
43.31595;-1.94908;18
43.2811;-2.01876;12
43.25565;-2.25558;22
43.34236;-1.76086;6
43.28161;-2.20847;24
43.31595;-1.94908;18
43.31114;-1.880368;25
43.32072;-1.93449;21
43.27376;-2.132849;28
43.19068;-2.450322;0
43.31758;-1.911955;29
43.28111;-2.203595;24
43.10644;-2.097477;30
43.3455;-1.79945;31
43.341;-1.77669;5
43.29389;-2.191197;35
43.29389;-2.191197;35
43.29389;-2.191197;35
43.29389;-2.191197;35
43.29389;-2.191197;35
43.31758;-1.911955;29
43.31717;-1.842223;14
43.34236;-1.76086;6
43.29825;-1.97683;40
43.34236;-1.76086;6
43.27029;-2.045484;8
43.34236;-1.76086;6
43.31109;-1.93938;18
43.2867;-2.02466;42
43.27773;-2.24759;43
43.31595;-1.94908;18
43.31595;-1.94908;18
43.27773;-2.24759;43
43.29021;-2.01925;42
43.31088;-1.96974;19
43.22789;-2.02639;45
43.29627;-1.99529;23
43.29639;-1.99537;23
43.31088;-1.96974;19
43.29021;-2.01925;42
43.17944;-2.053907;33
43.34236;-1.76086;6
43.341;-1.77669;5
43.31114;-1.96993;19
43.0793;-2.30302;46
43.2518;-2.02241;26
43.18184;-2.482777;39
42.95608;-2.234158;47
43.2799;-2.267585;48
42.95694;-2.23743;47
43.31758;-1.911955;29
43.30217;-2.245146;51
43.14782;-2.07093;44
43.08464;-2.31891;52
43.2811;-2.01876;12
43.27798;-2.009798;12
43.3162;-1.898009;53
43.14782;-2.07093;44
43.14782;-2.07093;44
43.0564;-2.17117;54
43.27688;-2.11286;55
43.11992;-2.08973;57
43.0793;-2.30302;46
43.27688;-2.11286;55
43.28434;-2.34463;58
43.28588;-2.355285;34
43.28434;-2.34463;58
43.28662;-2.02457;42
43.27762;-2.24771;43
43.32052;-1.93509;21
43.19207;-2.44014;37
43.19207;-2.44014;37
43.18735;-2.459319;39
43.25182;-2.022724;26
43.31564;-1.94916;18
43.25182;-2.022724;26
43.2806;-2.095081;1
43.2847;-2.33205;59
43.16049;-2.06868;13
43.341;-1.77669;5
43.00798;-2.23683;61
43.28447;-2.100434;1
43.31114;-1.88068;25
43.27813;-2.01294;12
43.34369;-1.78812;32
43.08805;-2.35055;62
43.08805;-2.35055;62
43.34236;-1.76086;6
43.31109;-1.93938;18
43.28925;-2.338988;58
43.2867;-2.02466;42
43.2867;-2.02466;42
43.04356;-2.21374;63
43.29088;-1.99777;23
43.22701;-2.02554;45
43.341;-1.77669;5
43.04356;-2.21374;63
43.24555;-2.02276;26
43.29088;-1.99777;23
43.2922;-2.0169;42
43.27491;-2.03517;64
43.27203;-2.053933;65
43.32807;-1.854007;66
43.31758;-1.911955;29
43.25184;-2.39051;67
43.28577;-2.35533;34
43.28577;-2.35533;34
43.2847;-2.33205;59
43.28434;-2.34463;58
43.27029;-2.045484;8
43.3422;-1.8191;41
43.31114;-1.88068;25
42.9401;-2.226497;68
43.09543;-2.11318;69
43.30757;-1.884196;25
43.27071;-2.36964;70
43.2932;-2.044354;71
43.15613;-2.0669;13
43.21926;-2.02494;56
43.14782;-2.07093;44
43.14782;-2.07093;44
43.28809;-2.03578;60
43.14782;-2.07093;44
43.28809;-2.03578;60
43.20097;-2.430067;37
43.02731;-2.220601;74
43.29835;-2.00874;75
43.26783;-2.016914;76
43.30206;-1.969029;19
43.25952;-2.01939;77
43.08908;-2.34562;62
43.24333;-2.39783;78
43.29884;-2.347195;79
43.2128;-2.41322;37
43.31606;-1.96084;80
43.04458;-2.25211;81
43.31595;-1.94908;18
43.28588;-2.355285;34
43.19026;-2.448013;0
43.28194;-2.23743;82
43.28194;-2.23743;82
43.25757;-2.38525;67
43.31109;-1.93938;18
43.34385;-1.78874;32
43.27762;-2.24771;43
43.25169;-2.39082;67
43.20109;-2.43002;37
43.31088;-1.96974;19
43.31088;-1.96974;19
43.20109;-2.43002;37
43.26783;-2.016914;76
43.34369;-1.78812;32
43.276242;-2.277666;84
43.29835;-2.00874;75
43.31114;-1.96993;19
43.28662;-2.02457;42
43.27203;-2.053933;65
43.34743;-1.81141;85
43.24295;-2.39779;78
43.31088;-1.96974;19
43.26376;-2.3773;86
43.04458;-2.25211;81
43.06394;-2.167342;54
43.04607;-2.24289;87
43.06394;-2.167342;54
43.1958;-2.04802;7
43.20559;-2.03635;10
42.9757;-2.233582;88
