43.28432;-2.10052;1
43.341;-1.77669;5
43.34236;-1.76086;6
43.27029;-2.045484;8
43.20553;-2.036471;10
43.2779;-2.02377;12
43.16528;-2.066;13
43.31717;-1.842223;14
43.28933;-2.07762;15
43.29127;-2.25844;16
43.31114;-1.96993;19
43.32128;-1.922407;20
43.32128;-1.922407;20
43.32072;-1.93449;21
43.28445;-2.001002;23
43.31564;-1.94916;18
43.27813;-2.01294;12
43.2518;-2.02241;26
43.32072;-1.93449;21
43.27939;-2.157159;27
43.34369;-1.78812;32
43.09769;-2.09355;30
43.17986;-2.05384;33
43.28588;-2.355285;34
43.0841;-2.31027;36
43.20097;-2.430067;37
43.33155;-1.84299;38
43.33155;-1.84299;38
43.17749;-2.49062;39
43.3455;-1.79945;31
43.11148;-2.092851;30
43.27029;-2.045484;8
43.27029;-2.045484;8
43.29088;-1.99777;23
43.3422;-1.8191;41
43.23597;-2.40268;37
43.32128;-1.92267;20
43.34369;-1.78812;32
43.27773;-2.24759;43
43.14782;-2.07093;44
43.139;-2.069108;44
43.22789;-2.02639;45
43.07859;-2.15531;11
43.2518;-2.02241;26
43.29627;-1.99529;23
43.29627;-1.99529;23
43.28447;-2.100434;1
43.29639;-1.99537;23
43.27798;-2.009798;12
43.12755;-2.083848;49
43.09515;-2.37713;50
43.3422;-1.8191;41
43.2811;-2.01876;12
43.14782;-2.07093;44
43.139;-2.069108;44
43.139;-2.069108;44
43.19441;-2.43787;37
43.21869;-2.02474;56
43.2847;-2.33205;59
43.27762;-2.24771;43
43.18981;-2.467464;39
43.31758;-1.911955;29
43.2806;-2.095081;1
43.29088;-1.99777;23
43.33155;-1.84299;38
43.33155;-1.84299;38
43.28797;-2.03542;60
43.31914;-1.83151;9
43.31586;-1.944288;18
43.29825;-1.97683;40
43.29639;-1.99537;23
43.28577;-2.35533;34
43.31114;-1.88068;25
43.31914;-1.83151;9
43.28999;-2.017291;42
43.17944;-2.053907;33
43.27773;-2.24759;43
43.28809;-2.03578;60
43.20559;-2.03635;10
43.139;-2.069108;44
43.20553;-2.036471;10
43.18798;-2.051275;72
43.12755;-2.083848;49
43.0451;-2.202068;73
43.25952;-2.01939;77
43.26783;-2.016914;76
43.24333;-2.39783;78
43.2128;-2.41322;37
43.20703;-2.41971;37
43.00798;-2.23683;61
43.33155;-1.84299;38
43.28194;-2.23743;82
43.25169;-2.39082;67
43.31088;-1.96974;19
43.32128;-1.92267;20
43.32128;-1.92267;20
43.3422;-1.8191;41
43.27339;-2.256027;83
43.31114;-1.96993;19
43.31088;-1.96974;19
43.31114;-1.96993;19
43.26376;-2.3773;86
43.29852;-2.0086;75
43.28194;-2.23743;82
43.30206;-1.969029;19
43.08465;-2.33709;90
43.29639;-1.99537;23
42.95595;-2.23403;47
43.22701;-2.02554;45
43.22701;-2.02554;45
43.31586;-1.944288;18
43.1648;-2.06595;13
43.20553;-2.036471;10
43.28662;-2.02457;42
43.21251;-2.030405;92
43.31564;-1.94916;18
43.28297;-2.2153;24
43.20097;-2.430067;37
42.95694;-2.23743;47
43.17283;-2.060633;13
43.28925;-2.338988;58
43.28577;-2.35533;34
43.28194;-2.23743;82
43.23554;-2.03026;3
43.20703;-2.41971;37
43.20685;-2.419713;37
43.2128;-2.41322;37
43.28577;-2.35533;34
43.23597;-2.40268;37
43.28297;-2.2153;24
43.15613;-2.0669;13
43.33014;-1.82331;95
43.3171;-1.84226;14
43.26376;-2.3773;86
43.33514;-1.77408;5
43.2518;-2.02241;26
43.21869;-2.02474;56
43.27025;-2.26745;93
43.2867;-2.02466;42
43.27025;-2.26745;93
43.25931;-2.28653;94
43.10277;-2.39668;97
43.31114;-1.880368;25
43.30321;-2.20691;98
43.20553;-2.036471;10
43.27886;-2.006347;12
43.05905;-2.26494;99
43.27339;-2.256027;83
43.27339;-2.256027;83
43.2806;-2.095081;1
43.2737;-2.067562;4
43.23597;-2.40268;37
43.2636;-2.27567;103
43.29067;-1.997924;23
42.99363;-2.233545;102
42.93969;-2.226421;68
43.28545;-2.261745;16
43.25169;-2.39082;67
43.25668;-2.386067;67
43.29088;-1.99777;23
43.27939;-2.157159;27
43.30321;-2.20691;98
43.295;-2.0557;104
43.295;-2.0557;104
43.27939;-2.157159;27
43.32128;-1.92267;20
43.32128;-1.92267;20
42.99363;-2.233545;102
42.99363;-2.233545;102
43.32128;-1.92267;20
43.28145;-2.11138;55
43.29627;-1.99529;23
43.08805;-2.35055;62
43.2404;-1.9374;106
43.2404;-1.9374;106
43.23597;-2.40268;37
43.31643;-1.96032;80
43.31105;-1.93971;18
43.23597;-2.40268;37
43.29627;-1.99529;23
43.24555;-2.02276;26
43.24555;-2.02276;26
43.29627;-1.99529;23
43.29627;-1.99529;23
43.29627;-1.99529;23
43.31114;-1.96993;19
43.2978;-1.977038;40
43.2978;-1.977038;40
43.31105;-1.93971;18
43.27874;-2.14198;27
43.04715;-2.1905;108
43.08908;-2.34562;62
43.17986;-2.05384;33
43.31083;-1.8737;25
43.04356;-2.21374;63
43.30217;-2.245146;51
43.31717;-1.842223;14
43.33155;-1.84299;38
43.29627;-1.99529;23
43.27071;-2.36964;70
43.32807;-1.854007;66
43.20703;-2.41971;37
43.04607;-2.24289;87
43.04607;-2.24289;87
43.31586;-1.944288;18
43.31586;-1.944288;18
43.26412;-2.29552;110
43.29291;-2.016993;42
43.0793;-2.30302;46
43.14346;-2.0729;44
42.98433;-2.238316;112
43.22789;-2.02639;45
42.99363;-2.233545;102
43.0793;-2.30302;46
43.25169;-2.39082;67
43.20559;-2.03635;10
43.15613;-2.0669;13
42.95608;-2.234158;47
43.27045;-2.26732;93
43.30491;-1.89449;100
43.20703;-2.41971;37
43.31088;-1.96974;19
43.27811;-2.36314;91
43.28588;-2.355285;34
43.31088;-1.96974;19
43.13042;-2.072584;115
43.20559;-2.03635;10
43.2847;-2.33205;59
43.31114;-1.96993;19
43.0841;-2.31027;36
43.06394;-2.167342;54
43.30617;-1.88249;25
43.18981;-2.467464;39
43.29835;-2.00874;75
43.29852;-2.0086;75
43.23597;-2.40268;37
43.2847;-2.33205;59
43.22348;-2.40822;37
43.32997;-1.817114;95
43.34236;-1.76086;6
43.30835;-1.92857;116
43.28663;-2.17623;117
