43.32128;-1.92267
43.32128;-1.92267
43.32128;-1.92267
43.32128;-1.92267
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.32128;-1.92267
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.29389;-2.191197
43.32128;-1.92267
43.29389;-2.191197
43.29389;-2.191197
43.24333;-2.39783
43.24333;-2.39783
43.24333;-2.39783
43.27773;-2.24759
43.27773;-2.24759
43.28316;-2.13512
43.19776;-2.041079
43.19776;-2.041079
43.19776;-2.041079
43.23592;-2.40257
43.19776;-2.041079
43.20685;-2.419713
43.20685;-2.419713
43.29389;-2.191197
43.3162;-1.898009
43.28118;-2.191887
43.28118;-2.191887
43.28118;-2.191887
43.29389;-2.191197
43.27071;-2.36964
43.27071;-2.36964
43.29627;-1.99529
43.28662;-2.02457
43.02731;-2.220601
43.02728;-2.22077
43.28449;-2.3443
43.28449;-2.3443
43.28809;-2.03578
43.28809;-2.03578
43.28662;-2.02457
43.28662;-2.02457
43.21296;-2.412905
43.29627;-1.99529
43.19017;-2.447997
43.21296;-2.412905
43.29627;-1.99529
43.28449;-2.3443
43.28577;-2.35533
43.3048;-1.89467
43.3048;-1.89467
43.3048;-1.89467
43.30835;-1.92857
43.30835;-1.92857
43.31105;-1.93971
43.28449;-2.3443
43.2978;-1.977038
43.2978;-1.977038
43.28449;-2.3443
43.27339;-2.256027
43.28588;-2.355285
43.28588;-2.355285
43.25757;-2.38525
43.25757;-2.38525
43.29627;-1.99529
43.30835;-1.92857
43.29627;-1.99529
43.29627;-1.99529
43.30835;-1.92857
43.28449;-2.3443
43.27339;-2.256027
43.28449;-2.3443
43.27071;-2.36964
43.29852;-2.0086
43.29627;-1.99529
43.27025;-2.26745
43.27025;-2.26745
43.26376;-2.3773
43.30872;-1.91785
43.29627;-1.99529
43.31758;-1.911955
43.31758;-1.911955
43.28176;-2.17948
43.27339;-2.256027
43.33959;-1.75347
43.19017;-2.447997
43.19017;-2.447997
43.20109;-2.43002
43.20109;-2.43002
43.22789;-2.02639
43.30883;-1.91847
43.3422;-1.8191
43.3422;-1.8191
43.29627;-1.99529
43.3162;-1.898009
43.14782;-2.07093
43.14782;-2.07093
43.14782;-2.07093
43.14782;-2.07093
43.12755;-2.083848
43.12755;-2.083848
43.12755;-2.083848
43.12755;-2.083848
43.29639;-1.99537
43.29835;-2.00874
43.30835;-1.92857
43.29639;-1.99537
43.29627;-1.99529
43.28797;-2.03542
43.28797;-2.03542
43.29627;-1.99529
43.08776;-2.13226
43.33287;-1.82271
43.341;-1.77669
43.29639;-1.99537
43.26318;-2.3758
