Usurbil;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542;60
Usurbil;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542;60
;Blanco;43.29304;GIPUZKOA;Obras;Euskadi;2007-11-27 23:31:40;28;IRUN;Obras;SS;A-8;28;-2.04414;71
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-27 20:59:22;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
Deba;Blanco;43.28509;GIPUZKOA;Obras;Euskadi;2007-11-27 10:59:51;44;IRUN;Obras;SS;A-8;44;-2.22645;147
Zarautz;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542;60
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-27 20:59:22;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
Zarautz;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
Zarautz;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-11-27 08:57:13;46;CANTABRIA;Obras;SS;A-8;46;-2.24759;43
Zarautz;Blanco;43.28588;GIPUZKOA;Obras;Euskadi;2007-11-27 14:41:37;57;CANTABRIA;Obras;SS;A-8;57;-2.355285;34
Zumaia;Blanco;43.28509;GIPUZKOA;Obras;Euskadi;2007-11-27 10:59:51;44;IRUN;Obras;SS;A-8;44;-2.22645;147
;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-11-27 08:57:13;46;CANTABRIA;Obras;SS;A-8;46;-2.24759;43
Zumaia;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-11-27 08:19:55;48;CANTABRIA;Obras;SS;A-8;48;-2.26732;93
;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-11-27 08:19:55;48;CANTABRIA;Obras;SS;A-8;48;-2.26732;93
Deba;Blanco;43.25931;GIPUZKOA;Obras;Euskadi;2007-11-27 07:41:06;50;IRUN;Obras;SS;A-8;50;-2.28653;94
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
Deba;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519;103
Deba;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627;83
Deba;Blanco;43.2594;GIPUZKOA;Obras;Euskadi;2007-11-26 08:00:52;50;CANTABRIA;Obras;SS;A-8;50;-2.28593;94
Pasaia;Blanco;43.30895;GIPUZKOA;Obras;Euskadi;2007-01-02 19:36:10;1;Lezo;Obras;SS;N-1P;1;-1.91667;118
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
