Donostia-San Sebastián;Amarillo;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-17 21:18:50;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Pasaia;Blanco;43.308;GIPUZKOA;Obras;Euskadi;2007-12-17 20:34:03;14;IRUN;Obras;SS;A-8;14;-1.90561
;Amarillo;43.28588;GIPUZKOA;Obras;Euskadi;2007-12-17 19:44:40;57;CANTABRIA;Obras;SS;A-8;57;-2.355285
Zarautz;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-17 14:59:16;43;IRUN;Obras;SS;A-8;43;-2.2153
Zarautz;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-17 14:59:16;43;IRUN;Obras;SS;A-8;43;-2.2153
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-16 22:23:48;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Deba;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-14 08:34:51;43;IRUN;Obras;SS;A-8;43;-2.2153
Deba;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-14 08:34:51;43;IRUN;Obras;SS;A-8;43;-2.2153
Mendaro;Blanco;43.25184;GIPUZKOA;Obras;Euskadi;2007-12-14 07:41:49;62;IRUN;Obras;SS;A-8;62;-2.39051
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-13 20:48:07;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Blanco;43.28577;GIPUZKOA;Obras;Euskadi;2007-12-13 20:17:53;57;IRUN;Obras;SS;A-8;57;-2.35533
Deba;Blanco;43.27006;GIPUZKOA;Obras;Euskadi;2007-12-13 13:06:17;49;DONOSTIA/SAN SEBASTIÁN;Obras;SS;N-634;49;-2.37164
Deba;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-13 09:55:26;43;IRUN;Obras;SS;A-8;43;-2.2153
Eibar;Blanco;43.25184;GIPUZKOA;Obras;Euskadi;2007-12-13 07:53:28;62;IRUN;Obras;SS;A-8;62;-2.39051
Idiazabal;Blanco;42.95694;GIPUZKOA;Obras;Euskadi;2007-12-13 05:51:38;408;IRÚN;Obras;SS;N-1;408;-2.23743
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-12 21:11:41;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Zumaia;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-12 20:40:18;43;IRUN;Obras;SS;A-8;43;-2.2153
Eibar;Blanco;43.25184;GIPUZKOA;Obras;Euskadi;2007-12-12 07:28:59;62;IRUN;Obras;SS;A-8;62;-2.39051
Donostia-San Sebastián;Blanco;43.31595;GIPUZKOA;Obras;Euskadi;2007-12-12 03:04:04;18;CANTABRIA;Obras;SS;A-8;18;-1.94908
Olaberria;Negro;43.02731;GIPUZKOA;Obras;Euskadi;2007-12-12 00:04:31;416;IRÚN;Obras;SS;N-1;416;-2.220601
Donostia-San Sebastián;Blanco;43.29639;GIPUZKOA;Obras;Euskadi;2007-12-11 20:59:10;23;CANTABRIA;Obras;SS;A-8;23;-1.99537
;Blanco;43.30491;GIPUZKOA;Obras;Euskadi;2007-12-11 20:25:57;13;CANTABRIA;Obras;SS;A-8;13;-1.89449
;Blanco;43.30491;GIPUZKOA;Obras;Euskadi;2007-12-11 20:25:57;13;CANTABRIA;Obras;SS;A-8;13;-1.89449
;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-11 19:14:53;43;IRUN;Obras;SS;A-8;43;-2.2153
;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-12-11 19:14:53;43;IRUN;Obras;SS;A-8;43;-2.2153
Getaria;Blanco;43.28137;GIPUZKOA;Obras;Euskadi;2007-12-11 09:44:06;42;CANTABRIA;Obras;SS;A-8;42;-2.20357
Mendaro;Amarillo;43.22748;GIPUZKOA;Obras;Euskadi;2007-12-11 08:33:05;65;IRUN;Obras;SS;A-8;65;-2.4029
Mendaro;Amarillo;43.22748;GIPUZKOA;Obras;Euskadi;2007-12-11 08:33:05;65;IRUN;Obras;SS;A-8;65;-2.4029
Eibar;Blanco;43.23597;GIPUZKOA;Obras;Euskadi;2007-12-11 06:59:38;64;CANTABRIA;Obras;SS;A-8;64;-2.40268
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-10 21:02:01;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Deba;Blanco;43.2847;GIPUZKOA;Obras;Euskadi;2007-12-10 20:11:06;55;CANTABRIA;Obras;SS;A-8;55;-2.33205
;Blanco;43.25184;GIPUZKOA;Obras;Euskadi;2007-12-10 11:39:15;62;IRUN;Obras;SS;A-8;62;-2.39051
;Blanco;43.28137;GIPUZKOA;Obras;Euskadi;2007-12-10 09:03:08;42;CANTABRIA;Obras;SS;A-8;42;-2.20357
Usurbil;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-07-26 16:26:30;27;CANTABRIA;Obras;SS;A-8;34;-2.03542
Irun;Blanco;43.3422;GIPUZKOA;Obras;Euskadi;2007-06-20 00:02:22;476;IRÚN;Obras;SS;N-1;476;-1.8191
Pasaia;Blanco;43.30895;GIPUZKOA;Obras;Euskadi;2007-01-02 19:36:10;1;Lezo;Obras;SS;N-1P;1;-1.91667
;Blanco;43.2922;GIPUZKOA;Obras;Euskadi;2007-12-05 09:34:25;25;IRUN;Obras;SS;A-8;25;-2.0169
Usurbil;Blanco;43.28809;GIPUZKOA;Obras;Euskadi;2007-12-05 09:15:07;27;IRUN;Obras;SS;A-8;27;-2.03578
Zumaia;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-12-05 09:13:49;46;CANTABRIA;Obras;SS;A-8;46;-2.24759
;Blanco;43.18735;GIPUZKOA;Obras;Euskadi;2007-12-05 07:06:00;72;IRUN;Obras;SS;A-8;72;-2.459319
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-04 21:21:04;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Blanco;43.2867;GIPUZKOA;Obras;Euskadi;2007-12-04 10:18:34;26;CANTABRIA;Obras;SS;A-8;26;-2.02466
;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-12-04 08:31:06;48;CANTABRIA;Obras;SS;A-8;48;-2.26732
;Blanco;43.25931;GIPUZKOA;Obras;Euskadi;2007-12-04 07:49:51;50;IRUN;Obras;SS;A-8;50;-2.28653
;Blanco;43.25931;GIPUZKOA;Obras;Euskadi;2007-12-04 07:49:51;50;IRUN;Obras;SS;A-8;50;-2.28653
Mendaro;Amarillo;43.25757;GIPUZKOA;Obras;Euskadi;2007-12-04 07:07:39;61;CANTABRIA;Obras;SS;A-8;61;-2.38525
;Blanco;43.25757;GIPUZKOA;Obras;Euskadi;2007-12-04 07:07:39;61;CANTABRIA;Obras;SS;A-8;61;-2.38525
;Blanco;43.25757;GIPUZKOA;Obras;Euskadi;2007-12-04 07:07:39;61;CANTABRIA;Obras;SS;A-8;61;-2.38525
;Blanco;43.31109;GIPUZKOA;Obras;Euskadi;2007-12-03 21:02:55;17;CANTABRIA;Obras;SS;A-8;17;-1.93938
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-03 21:02:55;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Amarillo;43.27773;GIPUZKOA;Obras;Euskadi;2007-12-03 08:55:50;46;CANTABRIA;Obras;SS;A-8;46;-2.24759
Zumaia;Blanco;43.25931;GIPUZKOA;Obras;Euskadi;2007-12-03 08:25:22;50;IRUN;Obras;SS;A-8;50;-2.28653
Mutriku;Blanco;43.22744;GIPUZKOA;Obras;Euskadi;2007-12-03 07:09:19;65;CANTABRIA;Obras;SS;A-8;65;-2.40304
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-02 23:23:16;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-12-02 23:23:16;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Usurbil;Blanco;43.28809;GIPUZKOA;Obras;Euskadi;2007-12-02 08:18:14;27;IRUN;Obras;SS;A-8;27;-2.03578
Donostia-San Sebastián;Blanco;43.29835;GIPUZKOA;Obras;Euskadi;2007-12-02 08:17:04;24;IRUN;Obras;SS;A-8;24;-2.00874
Donostia-San Sebastián;Amarillo;43.29835;GIPUZKOA;Obras;Euskadi;2007-12-01 09:06:52;24;IRUN;Obras;SS;A-8;24;-2.00874
Donostia-San Sebastián;Amarillo;43.29835;GIPUZKOA;Obras;Euskadi;2007-12-01 09:06:52;24;IRUN;Obras;SS;A-8;24;-2.00874
;Amarillo;43.28809;GIPUZKOA;Obras;Euskadi;2007-12-01 08:29:10;27;IRUN;Obras;SS;A-8;27;-2.03578
Donostia-San Sebastián;Amarillo;43.29852;GIPUZKOA;Obras;Euskadi;2007-12-01 09:06:52;24;CANTABRIA;Obras;SS;A-8;24;-2.0086
;Amarillo;43.28809;GIPUZKOA;Obras;Euskadi;2007-12-01 08:29:10;27;IRUN;Obras;SS;A-8;27;-2.03578
;Amarillo;43.29291;GIPUZKOA;Obras;Euskadi;2007-12-01 08:28:01;25;CANTABRIA;Obras;SS;A-8;25;-2.016993
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-30 20:40:20;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Zumaia;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-11-30 11:47:17;43;IRUN;Obras;SS;A-8;43;-2.2153
Zumaia;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-11-30 11:47:17;43;IRUN;Obras;SS;A-8;43;-2.2153
;Blanco;43.28297;GIPUZKOA;Obras;Euskadi;2007-11-30 11:47:17;43;IRUN;Obras;SS;A-8;43;-2.2153
Zumaia;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-30 11:46:36;47;CANTABRIA;Obras;SS;A-8;47;-2.25627
Mendaro;Blanco;43.26376;GIPUZKOA;Obras;Euskadi;2007-11-30 07:36:16;60;CANTABRIA;Obras;SS;A-8;60;-2.3773
Errenteria;Blanco;43.30757;GIPUZKOA;Obras;Euskadi;2007-11-29 22:23:06;12;CANTABRIA;Obras;SS;A-8;12;-1.884196
Errenteria;Blanco;43.308;GIPUZKOA;Obras;Euskadi;2007-11-29 21:33:30;14;IRUN;Obras;SS;A-8;14;-1.90561
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-29 20:13:19;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Pasaia;Blanco;43.30757;GIPUZKOA;Obras;Euskadi;2007-11-29 22:23:06;12;CANTABRIA;Obras;SS;A-8;12;-1.884196
Pasaia;Blanco;43.308;GIPUZKOA;Obras;Euskadi;2007-11-29 21:33:30;14;IRUN;Obras;SS;A-8;14;-1.90561
Pasaia;Blanco;43.308;GIPUZKOA;Obras;Euskadi;2007-11-29 21:33:30;14;IRUN;Obras;SS;A-8;14;-1.90561
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-29 21:01:32;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-29 20:13:19;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Lasarte-Oria;Negro;43.25952;GIPUZKOA;Obras;Euskadi;2007-11-29 12:37:15;452;IRÚN;Obras;SS;N-1;452;-2.01939
Lasarte-Oria;Negro;43.25952;GIPUZKOA;Obras;Euskadi;2007-11-29 12:37:15;452;IRÚN;Obras;SS;N-1;452;-2.01939
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-28 20:16:24;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-28 21:08:48;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Oiartzun;Blanco;43.31923;GIPUZKOA;Obras;Euskadi;2007-11-28 22:58:55;7;CANTABRIA;Obras;SS;A-8;7;-1.831511
Errenteria;Blanco;43.30881;GIPUZKOA;Obras;Euskadi;2007-11-28 22:50:07;15;CANTABRIA;Obras;SS;A-8;15;-1.91776
Pasaia;Blanco;43.31109;GIPUZKOA;Obras;Euskadi;2007-11-28 21:55:28;17;CANTABRIA;Obras;SS;A-8;17;-1.93938
Pasaia;Blanco;43.31109;GIPUZKOA;Obras;Euskadi;2007-11-28 21:55:28;17;CANTABRIA;Obras;SS;A-8;17;-1.93938
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-28 21:08:48;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Zarautz;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-28 20:16:24;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Idiazabal;Blanco;42.98433;GIPUZKOA;Obras;Euskadi;2007-11-28 16:59:37;411;IRÚN;Obras;SS;N-1;411;-2.238316
Zumaia;Blanco;43.28137;GIPUZKOA;Obras;Euskadi;2007-11-28 11:06:43;42;CANTABRIA;Obras;SS;A-8;42;-2.20357
Zumaia;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-11-28 11:09:48;48;CANTABRIA;Obras;SS;A-8;48;-2.26732
Zumaia;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-11-28 11:08:03;46;CANTABRIA;Obras;SS;A-8;46;-2.24759
Zumaia;Blanco;43.28137;GIPUZKOA;Obras;Euskadi;2007-11-28 11:06:43;42;CANTABRIA;Obras;SS;A-8;42;-2.20357
Usurbil;Blanco;43.29291;GIPUZKOA;Obras;Euskadi;2007-11-28 11:05:16;25;CANTABRIA;Obras;SS;A-8;25;-2.016993
Usurbil;Blanco;43.28809;GIPUZKOA;Obras;Euskadi;2007-11-28 11:04:02;27;IRUN;Obras;SS;A-8;27;-2.03578
Deba;Blanco;43.2636;GIPUZKOA;Obras;Euskadi;2007-11-28 06:56:09;49;IRUN;Obras;SS;A-8;49;-2.27567
Usurbil;Blanco;43.28664;GIPUZKOA;Obras;Euskadi;2007-11-28 01:14:37;32;CANTABRIA;Obras;SS;A-8;32;-2.0888
;Blanco;43.28664;GIPUZKOA;Obras;Euskadi;2007-11-28 01:14:37;32;CANTABRIA;Obras;SS;A-8;32;-2.0888
Usurbil;Blanco;43.28653;GIPUZKOA;Obras;Euskadi;2007-11-27 23:59:21;32;IRUN;Obras;SS;A-8;32;-2.08884
Usurbil;Blanco;43.29304;GIPUZKOA;Obras;Euskadi;2007-11-27 23:31:40;28;IRUN;Obras;SS;A-8;28;-2.04414
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Usurbil;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542
Usurbil;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542
;Blanco;43.29304;GIPUZKOA;Obras;Euskadi;2007-11-27 23:31:40;28;IRUN;Obras;SS;A-8;28;-2.04414
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-27 20:59:22;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Deba;Blanco;43.28509;GIPUZKOA;Obras;Euskadi;2007-11-27 10:59:51;44;IRUN;Obras;SS;A-8;44;-2.22645
Zarautz;Blanco;43.28797;GIPUZKOA;Obras;Euskadi;2007-11-27 21:35:55;27;CANTABRIA;Obras;SS;A-8;27;-2.03542
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-27 20:59:22;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Zarautz;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Zarautz;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-27 20:37:34;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-11-27 08:57:13;46;CANTABRIA;Obras;SS;A-8;46;-2.24759
Zarautz;Blanco;43.28588;GIPUZKOA;Obras;Euskadi;2007-11-27 14:41:37;57;CANTABRIA;Obras;SS;A-8;57;-2.355285
Zumaia;Blanco;43.28509;GIPUZKOA;Obras;Euskadi;2007-11-27 10:59:51;44;IRUN;Obras;SS;A-8;44;-2.22645
;Blanco;43.27773;GIPUZKOA;Obras;Euskadi;2007-11-27 08:57:13;46;CANTABRIA;Obras;SS;A-8;46;-2.24759
Zumaia;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-11-27 08:19:55;48;CANTABRIA;Obras;SS;A-8;48;-2.26732
;Blanco;43.27045;GIPUZKOA;Obras;Euskadi;2007-11-27 08:19:55;48;CANTABRIA;Obras;SS;A-8;48;-2.26732
Deba;Blanco;43.25931;GIPUZKOA;Obras;Euskadi;2007-11-27 07:41:06;50;IRUN;Obras;SS;A-8;50;-2.28653
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Deba;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519
Deba;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627
Deba;Blanco;43.2594;GIPUZKOA;Obras;Euskadi;2007-11-26 08:00:52;50;CANTABRIA;Obras;SS;A-8;50;-2.28593
Pasaia;Blanco;43.30895;GIPUZKOA;Obras;Euskadi;2007-01-02 19:36:10;1;Lezo;Obras;SS;N-1P;1;-1.91667
Donostia-San Sebastián;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
Deba;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519
Deba;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627
Deba;Blanco;43.2594;GIPUZKOA;Obras;Euskadi;2007-11-26 08:00:52;50;CANTABRIA;Obras;SS;A-8;50;-2.28593
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683
;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887
;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519
;Blanco;43.2847;GIPUZKOA;Obras;Euskadi;2007-11-26 14:47:11;55;CANTABRIA;Obras;SS;A-8;55;-2.33205
Zumaia;Blanco;43.28194;GIPUZKOA;Obras;Euskadi;2007-11-26 09:20:55;45;IRUN;Obras;SS;A-8;45;-2.23743
Zumaia;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627
Zumaia;Blanco;43.26412;GIPUZKOA;Obras;Euskadi;2007-11-26 08:56:54;51;IRUN;Obras;SS;A-8;51;-2.29552
Zumaia;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 08:54:33;49;CANTABRIA;Obras;SS;A-8;49;-2.275519
Pasaia;Blanco;43.30895;GIPUZKOA;Obras;Euskadi;2007-01-02 19:36:10;1;Lezo;Obras;SS;N-1P;1;-1.91667
;Blanco;43.28194;GIPUZKOA;Obras;Euskadi;2007-11-26 09:20:55;45;IRUN;Obras;SS;A-8;45;-2.23743
;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627
